Timestamp,PID,COMMAND,MEM,PURG,CMPRS
1745253256.613389,629,airportd,02:41:24,9,7
1745253256.613419,593,launchservicesd,10:31.93,8,7
1745253256.613451,32060,accountsd,01:13.43,2,1
1745253256.613481,88815,siriinferenced,00:08.28,2,1
1745253256.6135108,964,MobileDeviceUpda,00:26.51,6,3
1745253256.6135411,1404,AirPlayUIAgent,00:29.41,4,2
1745253256.6135712,979,WiFiAgent,16:31.88,6,3
1745253256.613601,47581,Spotify,0.0,00:01.87,4
1745253256.613631,21328,WorldClockWidget,00:01.22,4,3/3
1745253256.613662,967,usernoted,04:15.55,2,1
1745253256.6136909,13606,callservicesd,00:05.18,5,2
1745253256.613722,17619,Docker,H,0.0,02:02.10
1745253256.613757,965,nsurlsessiond,29:04.78,8,5
1745253256.6137888,951,UserEventAgent,11:05.52,2,1
1745253256.613819,87435,com.apple.WebKit,00:00.38,8,4/1
1745253256.613866,4887,PerfPowerService,02:16.40,6,3
1745253256.613893,7781,siriknowledged,01:50.54,2,1
1745253256.613929,1119,imagent,04:28.53,2,1
1745253256.613962,1168,csimporter,00:09.30,3,2/1
1745253256.6139882,86771,IntelligencePlat,00:01.10,2,1
1745253256.614021,86772,remindd,00:00.86,4,3
1745253256.614048,1174,fontd,09:45.57,4,3
1745253256.6140769,1015,duetexpertd,20:46.16,4,3
1745253256.614113,95058,docker,01:08.94,11,0
1745253256.614143,17772,docker,01:29.51,11,0
1745253256.614172,95050,docker,01:09.78,11,0
1745253256.614205,86757,routined,00:00.81,2,1
1745253256.614231,42070,networkservicepr,00:22.59,3,1
1745253256.6142578,948,secd,15:31.07,2,1
1745253256.6142862,21315,siriactionsd,00:35.21,4,3
1745253256.6143181,86247,AppSSOAgent,00:00.47,4,2
1745253256.614343,961,lsd,06:47.24,4,3
1745253256.614379,21322,CalendarWidgetEx,00:00.13,3,2/2
1745253256.614418,590,opendirectoryd,38:54.90,8,7
1745253256.614453,44700,suggestd,00:07.99,4,3/1
1745253256.614479,1032,ContinuityCaptur,01:14.07,4,1
1745253256.6145139,581,kernelmanagerd,00:01.79,2,1
1745253256.6145449,87433,WebThumbnailExte,00:01.61,8,5/1
1745253256.614578,1078,modelmanagerd,02:08.10,2,1
1745253256.6146119,3247,storeuid,00:10.57,4,2
1745253256.614639,99369,com.apple.WebKit,01:42.18,10,3
1745253256.614665,1181,passd,01:10.21,2,1
1745253256.614691,7128,intelligenceflow,00:00.87,2,1
1745253256.614717,99376,caphost,00:46.23,7,2
1745253256.614742,969,rapportd,06:10.64,2,1
1745253256.614774,99359,caphost,00:46.83,7,2
1745253256.6148102,86750,ScreenTimeAgent,00:00.93,2,1
1745253256.614843,86535,idleassetsd,00:00.45,3,2
1745253256.614872,54789,cloudd,00:22.36,4,1
1745253256.6149068,10397,CoreDeviceDDIUpd,00:00.60,2,1
1745253256.614938,51658,Siri,00:18.20,6,2
1745253256.614974,86755,knowledge-agent,00:00.88,2,1
1745253256.615009,31932,photolibraryd,00:01.37,2,1
1745253256.615045,76588,bird,00:08.04,5,4
1745253256.615073,2075,ViewBridgeAuxili,02:22.23,3,2
1745253256.615106,626,runningboardd,75:14.11,9,8
1745253256.615138,968,containermanager,04:51.84,2,1
1745253256.615175,627,coreservicesd,00:46.24,4,3
1745253256.615211,85081,mobileassetd,00:19.64,3,1
1745253256.615236,33815,trustd,13:20.76,3,2
1745253256.615272,1231,imklaunchagent,00:04.07,2,1
1745253256.6153102,91144,Python,00:00.20,1,0
1745253256.6153421,976,trustd,24:12.91,2,1
1745253256.615375,628,lsd,03:40.25,2,1
1745253256.615402,602,dasd,28:52.22,3,2
1745253256.6154282,85992,coreautha,00:00.26,4,2
1745253256.6154602,85990,TextInputSwitche,00:00.42,3,1
1745253256.615493,85100,UniversalControl,00:03.75,2,1
1745253256.6155279,85970,donotdisturbd,00:00.88,2,1
1745253256.615561,734,UVCAssistant,00:13.18,2,1
1745253256.615587,804,locationd,10:27.92,5,3
1745253256.6156192,85361,CoreServicesUIAg,00:00.26,4,2
1745253256.615645,34670,BiomeAgent,12:04.86,2,1
1745253256.615681,1136,avconferenced,00:30.41,4,1
1745253256.615714,77383,calaccessd,00:01.12,2,1
1745253256.615746,7311,intelligencecont,00:02.92,2,1
1745253256.615778,34549,akd,00:10.17,3,1
1745253256.6158102,88817,SiriSuggestionsB,00:00.82,3,1
1745253256.6158469,85987,mediaanalysisd,00:21.25,2,1
1745253256.615883,592,apsd,07:13.33,2,1
1745253256.615913,51922,SiriNCService,00:05.15,6,2
1745253256.615946,37771,WallpaperImageEx,00:14.76,2,1
1745253256.615983,86536,replayd,00:02.60,4,3
1745253256.616012,35648,FPCKService,00:26.45,3,2
1745253256.616048,1016,filecoordination,21:53.09,4,3
1745253256.6160798,661,symptomsd,15:57.67,6,5
1745253256.616108,8939,peopled,00:22.88,2,1
1745253256.616135,85995,spotlightknowled,00:00.69,3,1
1745253256.616168,554,UserEventAgent,03:43.22,4,1
1745253256.616193,670,mDNSResponder,27:15.60,4,2
1745253256.616229,22846,com.apple.Notes.,00:02.06,5,4/1
1745253256.616259,51908,ContextStoreAgen,00:25.06,3,2
1745253256.61629,21302,StatusKitAgent,00:01.84,2,1
1745253256.616323,66308,ThemeWidgetContr,00:00.65,4,2
1745253256.6163578,762,searchpartyd,00:49.97,2,1
1745253256.616384,557,mediaremoted,02:43.46,10,7
1745253256.61642,44113,coreduetd,00:13.79,3,2
1745253256.61646,631,analyticsd,05:09.67,2,1
1745253256.616491,86753,CoreLocationAgen,00:00.50,4,2
1745253256.616524,87005,talagentd,00:01.57,3,2
1745253256.6165812,1427,commerce,00:21.48,3,1
1745253256.616616,87452,CarbonComponentS,00:01.09,3,1
1745253256.616645,596,securityd,02:16.90,5,1
1745253256.616672,1157,mdbulkimport,02:25.24,2,1
1745253256.6167,79383,com.apple.Ambien,15:37.25,5,3
1745253256.616729,17576,com.docker.dev-e,00:04.11,9,0
1745253256.616756,1020,familycircled,01:12.20,3,1
1745253256.6167831,85071,Keychain,0.0,00:00.34,4
1745253256.616812,637,nsurlsessiond,03:38.24,6,5
1745253256.616837,1001,usernotification,01:21.68,2,1
1745253256.616862,625,contextstored,12:37.85,4,3
1745253256.616898,86767,contactsd,00:00.63,3,2
1745253256.6169338,54800,CloudTelemetrySe,00:02.39,3,1
1745253256.616964,76624,audioaccessoryd,00:00.88,2,1
1745253256.616999,10636,WAAppKitBridgeSe,00:19.12,3,2
1745253256.617032,563,configd,15:25.10,8,2
1745253256.6170628,88616,AppPredictionInt,00:00.83,2,1
1745253256.6170912,87381,com.apple.quickl,00:00.88,7,5
1745253256.617126,86752,CommCenter,00:00.34,7,3
1745253256.6171598,86773,com.apple.geod,00:00.66,2,1
1745253256.617192,1756,spotlightknowled,00:06.97,2,1
1745253256.617238,55083,QuickLookUIServi,00:00.75,4,2
1745253256.617273,95249,com.apple.CloudD,13:14.72,4,3
1745253256.6172988,67595,TGOnDeviceInfere,00:02.18,3,2/1
1745253256.6173341,9502,tccd,02:45.17,2,1
1745253256.617363,30713,TGOnDeviceInfere,00:01.01,3,2/1
1745253256.617391,10663,simdiskimaged,00:00.32,2,1
1745253256.6174238,1375,diagnostics_agen,00:38.41,3,2
1745253256.617454,51792,chrome_crashpad_,00:12.44,5,1
1745253256.617488,29134,TGOnDeviceInfere,00:00.50,3,2/1
1745253256.617523,29135,TGOnDeviceInfere,00:00.27,3,2/1
1745253256.617557,91256,top,00:01.01,1/1,0
1745253256.617589,59539,tccd,00:35.70,2,1
1745253256.617622,917,SubmitDiagInfo,00:33.71,3,1
1745253256.617656,86774,com.apple.geod,00:00.17,2,1
1745253256.617692,86775,com.apple.geod,00:00.16,2,1
1745253256.617724,86754,syncdefaultsd,00:00.18,2,1
1745253256.6177568,565,powerd,13:40.03,3,2
1745253256.617789,617,AirPlayXPCHelper,00:56.06,4,1
1745253256.617815,86487,dmd,00:00.21,2,1
1745253256.617847,86770,ContextService,00:00.06,2,1
1745253256.617882,1445,ptpcamerad,00:09.99,2,1
1745253256.617913,43755,proactived,00:01.36,2,1
1745253256.6179452,1098,nearbyd,01:07.77,4,2
1745253256.6179771,685,audioclocksyncd,10:02.59,3,2
1745253256.61801,86780,trustd,00:00.11,2,1
1745253256.618043,87055,linkd,00:00.94,2,1
1745253256.618077,1209,gamepolicyd,07:41.19,4,3
1745253256.618113,556,fseventsd,54:46.14,19,1
1745253256.618143,86781,trustd,00:00.12,2,1
1745253256.618172,1022,sharedfilelistd,00:16.33,2,1
1745253256.618201,932,distnoted,08:57.54,3,2
1745253256.6182332,1652,PasswordBreachAg,00:09.28,2,1
1745253256.6182709,29704,coreauthd,00:26.70,2,1
1745253256.618326,85356,rtcreportingd,00:00.29,4,2
1745253256.618403,1072,maild,00:15.31,3,2
1745253256.618491,86868,triald,00:01.07,2,1
1745253256.618523,87389,deleted,00:02.02,3,2
1745253256.618557,9906,IMAutomaticHisto,00:05.29,2,1
1745253256.618592,17587,wifivelocityd,01:17.92,2,1
1745253256.618623,85308,biomed,00:00.28,2,1
1745253256.618659,609,revisiond,05:22.82,4,2
1745253256.618697,944,coreauthd,00:21.39,2,1
1745253256.6187332,664,authd,01:21.69,3,2
1745253256.618767,1134,useractivityd,01:47.29,2,1
1745253256.618794,732,appleh13camerad,11:57.81,5,2
1745253256.618829,560,systemstats,03:14.22,3,2
1745253256.618859,87382,storagekitd,00:00.49,6,1
1745253256.61889,616,corebrightnessd,33:23.32,6,5
1745253256.618918,86018,containermanager,00:00.08,2,1
1745253256.618952,73041,AssetCacheLocato,00:00.32,3,1
1745253256.618986,1106,seserviced,00:02.86,2,1
1745253256.619018,87521,cloudd,00:00.32,2,1
1745253256.6190562,1177,fontworker,00:00.99,2,1
1745253256.619089,86795,MessagesBlastDoo,00:00.20,2,1
1745253256.619125,841,com.docker.vmnet,00:05.45,6,0
1745253256.619164,86768,CategoriesServic,00:00.04,2,1
1745253256.619195,595,usbmuxd,01:06.33,3,1
1745253256.619224,86932,wifip2pd,00:00.31,2,1
1745253256.619257,10469,AMPDeviceDiscove,00:06.90,4,2
1745253256.6192892,86794,businessservices,00:00.09,2,1
1745253256.619322,946,cfprefsd,14:58.64,3,2
1745253256.619354,87939,BiomeSELFIngesto,00:00.07,2,1
1745253256.6193879,87929,SAExtensionOrche,00:00.24,2,1
1745253256.619425,622,cfprefsd,12:55.57,3,2
1745253256.619468,80539,WirelessRadioMan,01:00.66,2,1
1745253256.619512,87941,GMSSELFIngestor,00:00.04,2,1
1745253256.619543,45783,ShipIt,00:00.28,2,1
1745253256.6195798,86867,ospredictiond,00:00.14,2,1
1745253256.6196108,86582,systemsoundserve,00:00.15,5,1
1745253256.619643,95512,backupd,03:26.06,4,3
1745253256.619671,54891,contentlinkingd,00:00.64,3,2
1745253256.6197052,42106,audiomxd,00:03.69,4,1
1745253256.619732,87425,OfficeThumbnailE,00:00.30,4,3
1745253256.619759,636,apfsd,02:01.17,2,1
1745253256.61979,87940,IFTranscriptSELF,00:00.04,2,1
1745253256.619827,27724,audioanalyticsd,00:09.59,4,3
1745253256.619873,30737,PrivateMLClientI,00:00.15,3,2
1745253256.619906,1270,icdd,00:15.79,2,1
1745253256.619942,86751,secinitd,00:00.20,2,1
1745253256.6199749,61878,rcd,00:00.22,2,1
1745253256.620012,582,diskarbitrationd,01:54.67,2,1
1745253256.620047,87942,IFTelemetrySELFI,00:00.04,2,1
1745253256.620084,666,eligibilityd,00:18.93,2,1
1745253256.620116,90984,mdworker_shared,00:00.18,4,1
1745253256.6201541,87522,AssetCache,00:00.16,2,1
1745253256.620186,87391,pkd,00:00.16,2,1
1745253256.620215,90983,mdworker_shared,00:00.19,4,1
1745253256.6202471,90974,mdworker_shared,00:00.09,4,1
1745253256.620287,614,notifyd,17:12.71,2,1
1745253256.6203232,958,pboard,00:12.73,2,1
1745253256.620358,76547,nehelper,00:00.46,2,1
1745253256.62039,91185,mdworker_shared,00:00.10,4,1
1745253256.620418,594,timed,00:40.43,2,1
1745253256.620451,86878,nfcd,00:00.25,2,1
1745253256.6204832,91184,mdworker_shared,00:00.11,4,1
1745253256.620518,41786,aned,02:30.65,2,1
1745253256.620553,88826,followupd,00:00.05,2,1
1745253256.620579,90963,mdworker_shared,00:00.08,4,1
1745253256.6206138,90962,mdworker_shared,00:00.09,4,1
1745253256.6206489,3271,crashpad_handler,00:00.03,3,1
1745253256.620682,54888,extensionkitserv,00:03.96,2,1
1745253256.6207201,733,cameracaptured,00:01.23,2,1
1745253256.620745,88010,swcd,00:00.13,2,1
1745253256.6207821,1237,ctkahp,00:03.88,2,1
1745253256.620815,86889,NFStorageServer,00:00.02,2,1
1745253256.620852,87453,ecosystemanalyti,00:00.09,2,1
1745253256.620884,86777,secinitd,00:00.05,2,1
1745253256.620916,794,appleeventsd,00:09.75,2,1
1745253256.620951,89273,intents_helper,00:00.16,2,1
1745253256.620984,788,systemstats,00:22.84,4,1
1745253256.6210098,974,lockoutagent,02:21.60,4,3
1745253256.621042,89272,intents_helper,00:00.10,2,1
1745253256.621075,86837,gamecontrollerd,00:00.17,3,2
1745253256.6211069,88827,cdpd,00:00.07,2,1
1745253256.621139,86676,online-auth-agen,00:00.02,2,1
1745253256.621171,86776,secinitd,00:00.05,2,1
1745253256.621203,86593,systemstatusd,00:00.09,2,1
1745253256.621235,86584,com.apple.audio.,00:00.05,2,1
1745253256.621272,1373,storedownloadd,00:03.48,2,1
1745253256.621304,85355,securityd_system,00:00.14,2,1
1745253256.6213372,570,remoted,00:17.14,2,1
1745253256.621365,87545,triald_system,00:00.11,2,1
1745253256.621398,85353,ManagedSettingsA,00:00.12,2,1
1745253256.62143,87938,extensionkitserv,00:00.14,2,1
1745253256.6214669,91107,amfid,00:00.02,2,1
1745253256.6214988,686,mDNSResponderHel,00:36.38,3,1
1745253256.6215308,87920,neagent,00:00.07,2,1
1745253256.621568,87424,extensionkitserv,00:00.17,4,3
1745253256.621601,87865,com.apple.audio.,00:00.04,2,1
1745253256.62164,90207,powerdatad,00:00.14,2,1
1745253256.621672,15750,mbuseragent,00:00.29,2,1
1745253256.621705,996,awdd,00:15.37,2,1
1745253256.621738,1446,mscamerad-xpc,00:00.85,2,1
1745253256.62177,87520,backupd-helper,00:00.11,2,1
1745253256.6218,86583,AudioComponentRe,00:00.05,2,1
1745253256.621828,589,thermalmonitord,02:32.91,3,2
1745253256.6218612,86847,feedbackd,00:00.04,2,1
1745253256.6218932,87438,AudioComponentRe,00:00.11,2,1
1745253256.6219258,86869,osanalyticshelpe,00:00.09,2,1
1745253256.621959,1268,chrome_crashpad_,00:02.32,4,1
1745253256.621991,87519,aneuserd,00:00.12,2,1
1745253256.6220238,86058,containermanager,00:00.05,2,1
1745253256.622057,86059,containermanager,00:00.05,2,1
1745253256.622095,1031,ctkd,00:02.16,2,1
1745253256.622128,91093,ReportMemoryExce,00:00.06,3,1
1745253256.6221619,1260,mdwrite,00:31.24,2,1
1745253256.622195,1298,chrome_crashpad_,00:01.92,4,1
1745253256.622221,86846,gamecontrollerag,00:00.13,3,2
1745253256.622255,1048,fairplayd,00:26.78,2,1
1745253256.622288,608,logind,00:13.58,2,1
1745253256.622321,45731,chrome_crashpad_,00:01.61,4,1
1745253256.622355,87525,system_installd,00:00.05,2,1
1745253256.622381,1753,fbahelperd,00:00.42,2,1
1745253256.62241,33212,mdsync,00:00.10,2,1
1745253256.622444,1230,ctkahp,00:06.03,2,1
1745253256.6224809,86563,naturallanguaged,00:00.06,2,1
1745253256.6225111,87526,installd,00:00.05,2,1
1745253256.6225479,15757,mmaintenanced,00:08.65,2,1
1745253256.622582,86769,sandboxd,00:00.02,2,1
1745253256.622615,86758,FamilyControlsAg,00:00.03,2,1
1745253256.622644,37413,zsh,00:00.12,1,0
1745253256.6226711,604,distnoted,04:15.13,3,2
1745253256.6227021,676,socketfilterfw,00:00.26,2,1
1745253256.622735,86282,netbiosd,00:00.18,4,3
1745253256.6227682,76606,adid,00:00.48,2,1
1745253256.6227999,86782,trustdFileHelper,00:00.04,3,2
1745253256.622837,76549,usermanagerd,00:00.34,2,1
1745253256.622869,54894,com.apple.hiserv,00:01.29,2,1
1745253256.622901,46346,zsh,00:00.04,1,0
1745253256.622933,1226,automountd,00:03.96,4,1
1745253256.6229608,86522,pbs,00:00.03,2,1
1745253256.622987,48180,zsh,00:00.05,1,0
1745253256.623022,49180,zsh,00:00.03,1,0
1745253256.623054,87528,AssetCacheTether,00:00.11,2,1
1745253256.62308,83782,zsh,00:00.04,1,0
1745253256.623109,1135,mediaremoteagent,00:06.72,2,1
1745253256.623142,89282,ReportCrash,00:00.03,3,1
1745253256.623179,87524,geodMachServiceB,00:00.04,2,1
1745253256.623212,86756,keybagd,00:00.01,2,1
1745253256.6232479,70815,com.apple.CodeSi,00:00.55,3,2
1745253256.623275,2237,USBAgent,00:00.27,2,1
1745253256.623304,1533,CrashReporterSup,00:00.35,2,1
1745253256.623332,64648,DiskUnmountWatch,00:00.22,2,1
1745253256.62336,86798,icloudmailagent,00:00.03,1,0
1745253256.623394,86778,cfprefsd,00:00.04,2,1
1745253256.623431,86779,cfprefsd,00:00.04,2,1
1745253256.623465,1329,CVMServer,00:00.14,2,1
1745253256.623498,91092,ReportCrash,00:00.02,3,1
1745253256.623531,566,IOMFB_bics_daemo,00:00.16,2,1
1745253256.623563,17806,taskgated,00:00.03,2,1
1745253256.623596,91106,zsh,00:00.01,1,0
1745253256.623632,650,distnoted,00:34.73,3,2
1745253256.6236649,575,watchdogd,00:35.73,3,1
1745253256.623701,81548,zsh,00:00.02,1,0
1745253256.623735,1086,distnoted,00:25.65,2,1
1745253256.623769,719,distnoted,00:31.20,3,2
1745253256.6238,669,distnoted,00:32.39,3,2
1745253256.6238341,660,distnoted,00:33.51,3,2
1745253256.623866,930,oahd,00:01.96,2,1
1745253256.6238909,44926,distnoted,00:27.91,3,2
1745253256.623918,871,distnoted,00:30.58,3,2
1745253256.62395,696,distnoted,00:30.62,3,2
1745253256.6239831,1045,distnoted,00:30.33,3,2
1745253256.6240141,693,distnoted,00:31.49,3,2
1745253256.624046,1056,distnoted,00:30.14,3,2
1745253256.624079,913,distnoted,00:30.33,3,2
1745253256.624114,770,distnoted,00:30.90,3,2
1745253256.624139,29136,distnoted,00:28.77,3,2
1745253256.62417,17551,distnoted,00:30.37,3,2
1745253256.624198,1594,distnoted,00:30.07,3,2
1745253256.62423,1068,distnoted,00:30.31,3,2
1745253256.624264,87400,deleted_helper,00:04.51,2,1
1745253256.624297,75605,logd_helper,18:25.94,2,1
1745253256.624327,87523,coresymbolicatio,00:00.09,2,1
1745253256.6243598,586,syslogd,01:33.38,3,2
1745253256.624392,87006,sysmond,00:00.75,2,1
1745253256.624419,87532,csnameddatad,00:00.02,2,1
1745253256.624452,601,autofsd,00:00.39,2,1
1745253256.624484,88828,com.apple.Accoun,00:00.01,2,1
1745253256.6245189,88016,smd,00:00.01,2,1
1745253256.6245508,610,KernelEventAgent,00:00.24,2,1
1745253256.624583,91090,fragdemo,00:00.01,1,0
1745253256.624615,741,com.apple.AppleU,00:08.52,2,1
1745253256.6246521,52748,IOUserBluetoothS,00:00.63,2,1
1745253256.624685,52747,IOUserBluetoothS,00:00.77,2,1
1745253256.6247182,738,com.apple.Driver,00:02.36,2,1
1745253258.68383,VM:,294T,5536M,framework,"vsize,"
1745253258.684294,620,WindowServer,27:56:50,20,6
1745253258.684563,51788,Electron,42:05.16,40,3
1745253258.684625,1212,Preview,04:48.03,4,2
1745253258.684684,3266,Telegram,17:20.46,40,5
1745253258.684744,1202,Google,0.0,07:04:47,52
1745253258.684801,55146,Code,(Plu,0.0,01:04.38
1745253258.68486,1300,Google,He,0.0,09:37:25
1745253258.684919,839,mysqld,40:39.37,35,0
1745253258.6849742,45735,Slack,(Re,0.0,60:15.02
1745253258.68503,81561,Code,(Plu,0.0,00:20.73
1745253258.685088,94462,Google,He,0.0,22:32.98
1745253258.6851451,53534,Google,He,0.0,05:13.35
1745253258.6852071,55063,Code,(Ren,0.0,03:11.99
1745253258.685267,47574,Spotify,67:17.41,89,6
1745253258.685329,47596,Spotify,(,0.0,33:20.51
1745253258.6854029,1178,Stocks,79:10.55,6,2
1745253258.685461,63313,Google,He,0.0,02:35.81
1745253258.685534,95781,Google,He,0.0,37:12.50
1745253258.685591,11890,Google,He,0.0,13:28.60
1745253258.685653,89637,Google,He,0.0,07:53.24
1745253258.685714,71885,Google,He,0.0,07:28.50
1745253258.685784,52667,bluetoothd,02:16.75,4,3
1745253258.685842,96131,Google,He,0.0,07:21.51
1745253258.685892,85893,Google,He,0.0,05:35.99
1745253258.685948,2878,Google,He,0.0,01:04.44
1745253258.6860092,71883,Google,He,0.0,07:52.60
1745253258.686076,48730,Google,He,0.0,04:13.81
1745253258.686131,51793,Code,(GPU,0.0,20:25.74
1745253258.6861818,99351,zoom.us,02:29:18,46,3
1745253258.686241,55263,cpptools-srv,00:08.30,7,0
1745253258.6862981,17564,com.docker.backe,57:11.63,93,2
1745253258.686346,54700,Google,He,0.0,00:33.27
1745253258.686398,85686,Google,He,0.0,01:40.46
1745253258.68645,91108,Google,He,0.0,01:31.75
1745253258.6865048,59667,Google,He,0.0,08:52.51
1745253258.686558,95802,Google,He,0.0,03:09:27
1745253258.686614,22403,Google,He,0.0,05:14.91
1745253258.6866748,1219,Finder,29:11.60,7,2
1745253258.686734,45729,Slack,21:39.81,54,4
1745253258.68679,29699,Notes,19:53.86,7,3
1745253258.686848,15074,Google,He,0.0,02:46.41
1745253258.6869178,1407,Google,He,0.0,00:36.08
1745253258.686978,1217,Dock,09:11.15,4,2
1745253258.687029,72011,Google,He,0.0,01:40.46
1745253258.6870809,1301,Google,He,0.0,03:09:41
1745253258.687132,47583,Spotify,(,0.0,04:56.78
1745253258.6871848,97238,Google,He,0.0,00:31.80
1745253258.687237,67562,Google,He,0.0,18:32.43
1745253258.687288,30337,Google,He,0.0,00:12.92
1745253258.68734,10610,WhatsApp,10:52.05,16,3
1745253258.687392,99371,com.apple.WebKit,02:33.95,2,1
1745253258.687445,99372,com.apple.WebKit,03:34.65,2,1
1745253258.687514,61188,Google,He,0.0,00:22.95
1745253258.687563,54002,Google,He,0.0,00:07.91
1745253258.687598,45733,Slack,(GP,0.0,03:53.02
1745253258.6876311,99370,com.apple.WebKit,01:00.77,2,1
1745253258.687666,60223,Google,He,0.0,00:59.21
1745253258.6876988,990,fileproviderd,12:31:54,7,6
1745253258.687731,1423,Spotlight,04:40.87,6,3
1745253258.687764,85752,Google,He,0.0,01:44.67
1745253258.6878028,75530,Google,He,0.0,00:13.12
1745253258.687835,21834,Google,He,0.0,02:51.49
1745253258.687867,17579,Docker,0.0,14:07.83,45
1745253258.6878998,51812,Code,0.0,05:52.96,19
1745253258.687932,79215,Google,He,0.0,00:08.75
1745253258.687964,12898,Google,He,0.0,00:56.65
1745253258.6879969,579,mds,01:43:59,7,4
1745253258.688022,60245,Google,He,0.0,02:36.92
1745253258.6880572,35804,Google,He,0.0,00:20.30
1745253258.6880891,99385,com.apple.WebKit,00:45.84,2,1
1745253258.688121,60235,Google,He,0.0,00:48.64
1745253258.688153,72842,Google,He,0.0,00:29.22
1745253258.688187,880,mds_stores,12:40:09,7,5
1745253258.6882198,680,syspolicyd,15:07.49,5,3
1745253258.688253,2776,Google,He,0.0,37:16.21
1745253258.688287,55164,cpptools,00:14.67,17,0
1745253258.688322,1051,ControlCenter,36:25.68,11,5
1745253258.688355,26292,Google,He,0.0,00:28.60
1745253258.6883898,51842,Code,0.0,19:19.72,25
1745253258.688421,72843,Google,He,0.0,00:40.47
1745253258.688489,1111,NotificationCent,12:16.45,6,4
1745253258.68853,48778,Google,He,0.0,01:05.28
1745253258.688573,731,suhelperd,00:05.59,2,1
1745253258.6886148,84230,Google,He,0.0,00:01.06
1745253258.688669,12284,AppleSpell,00:30.03,2,1
1745253258.688716,99295,Google,He,0.0,00:45.59
1745253258.688766,89639,Google,He,0.0,02:27.27
1745253258.688808,13346,Google,He,0.0,01:52.29
1745253258.688854,91076,Google,He,0.0,00:00.10
1745253258.688902,89641,Google,He,0.0,02:52.99
1745253258.688948,624,loginwindow,22:31.45,6,3
1745253258.688982,86666,Google,He,0.0,00:00.99
1745253258.689031,48799,Google,He,0.0,00:39.61
1745253258.689075,76638,assistantd,02:43.89,8,5
1745253258.689121,80698,Google,He,0.0,00:12.49
1745253258.689167,1214,Terminal,02:17.46,10,3
1745253258.6892118,99373,ZoomClips,23:43.20,24,5
1745253258.6892538,35800,Google,He,0.0,00:10.03
1745253258.689308,30350,Google,He,0.0,00:04.54
1745253258.689357,1235,CursorUIViewServ,07:16.93,3,1
1745253258.6894028,12897,Google,He,0.0,00:58.36
1745253258.689443,47585,Spotify,0.0,08:01.56,16
1745253258.6894841,54129,com.apple.appkit,00:15.63,4,2
1745253258.6895292,75529,Google,He,0.0,00:13.97
1745253258.689575,1306,Google,He,0.0,04:59.93
1745253258.689621,1041,corespotlightd,08:33.73,3,1
1745253258.689665,55147,Code,0.0,00:05.60,21
1745253258.689709,786,wifianalyticsd,05:44.41,2,1
1745253258.689749,79321,Google,He,0.0,00:06.60
1745253258.689792,1069,WindowManager,20:46.82,5,2
1745253258.689833,736,com.apple.Driver,02:52:24,8,6
1745253258.689868,99367,com.apple.WebKit,00:31.25,4,1
1745253258.689903,89640,Google,He,0.0,00:37.74
1745253258.689939,14635,softwareupdated,09:19.52,4,1
1745253258.6899729,1408,TextInputMenuAge,01:52.34,6,4
1745253258.690007,45739,Slack,(Pl,0.0,01:32.22
1745253258.690043,17618,Docker,H,0.0,04:25.50
1745253258.690078,17578,com.docker.build,01:19.14,17,1
1745253258.690111,17561,com.docker.backe,02:38.75,13,0
1745253258.6901498,65646,ControlCenterHel,00:24.58,4,2
1745253258.6901839,45734,Slack,0.0,07:00.09,14
1745253258.690222,55254,Code,(Plu,0.0,00:01.63
1745253258.6902559,1192,WallpaperAgent,02:39.65,4,2
1745253258.6902888,632,coreaudiod,09:49:34,8,1
1745253258.690326,1049,corespeechd,06:00:50,7,1
1745253258.690359,91216,Google,He,0.0,00:00.25
1745253258.690391,21306,StocksWidget,03:10.20,5,4/2
1745253258.6904252,60256,Google,He,0.0,00:20.92
1745253258.690458,12896,Google,He,0.0,00:47.90
1745253258.69049,21808,Google,He,0.0,00:03.96
1745253258.690527,1008,sharingd,09:19.95,5,2
1745253258.690573,30349,Google,He,0.0,00:02.04
1745253258.690618,21299,chronod,00:36.75,7,6
1745253258.690659,60259,Google,He,0.0,00:20.57
1745253258.690712,552,logd,61:25.65,5,4
1745253258.690759,1247,com.apple.dock.e,06:03.06,4,2
1745253258.690807,91091,XprotectService,00:00.30,2,1
1745253258.690847,618,com.apple.cmio.r,00:59.11,3,2
1745253258.690889,21323,WeatherWidget,00:02.54,17,15/3
1745253258.6909351,45738,Slack,0.0,01:44.58,11
1745253258.6909811,994,identityservices,06:35.99,4,1
1745253258.691027,986,homed,04:02.93,3,1
1745253258.6910741,0,kernel_task,37:21:47,568/8,0
1745253258.691107,85971,VTDecoderXPCServ,00:11.12,3,2
1745253258.6911528,1,launchd,88:36.25,4,3
1745253258.691199,21321,ScreenTimeWidget,00:04.12,7,6/3
1745253258.691246,2775,Google,He,0.0,33:18.53
1745253258.691285,42798,universalAccessA,00:31.25,4,2
1745253258.691327,28599,searchpartyusera,05:51.91,4,2
1745253258.691357,1218,SystemUIServer,01:01.16,4,2
1745253258.6913888,1648,UserNotification,00:30.54,4,2
1745253258.691433,47588,Spotify,0.0,00:51.94,11
1745253258.691479,1223,WallpaperVideoEx,04:22:13,7,3
1745253258.691526,1462,PAH_Extension,01:09.15,4,2
1745253258.6915572,14763,PowerChime,01:00.18,7,2
